PathwayID,PathwayName,Layer
R-HSA-9657688,Defective factor XII causes hereditary angioedema,3
R-HSA-9657689,Defective SERPING1 causes hereditary angioedema,3
R-HSA-9658195,Leishmania infection,3
R-HSA-9659787,Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects,3
R-HSA-9660537,Signaling by MRAS-complex mutants,3
R-HSA-9662001,Defective factor VIII causes hemophilia A,3
R-HSA-9663199,Defective DNA double strand break response due to BRCA1 loss of function,3
R-HSA-9664565,Signaling by ERBB2 KD Mutants,3
R-HSA-9664873,Pexophagy,3
R-HSA-9665230,Drug resistance in ERBB2 KD mutants,3
R-HSA-9665348,Signaling by ERBB2 ECD mutants,3
R-HSA-9665686,Signaling by ERBB2 TMD/JMD mutants,3
R-HSA-9665737,Drug resistance in ERBB2 TMD/JMD mutants,3
R-HSA-9667769,Acetylcholine inhibits contraction of outer hair cells,3
R-HSA-9668250,Defective factor IX causes hemophilia B,3
R-HSA-9669921,KIT mutants bind TKIs,3
R-HSA-9669933,Signaling by kinase domain mutants of KIT,3
R-HSA-9669935,Signaling by juxtamembrane domain KIT mutants,3
R-HSA-9669937,Drug resistance of KIT mutants,3
R-HSA-9670095,Inhibition of DNA recombination at telomere,3
R-HSA-9670439,"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants",3
R-HSA-9672383,Defective factor IX causes thrombophilia,3
R-HSA-9673766,Signaling by cytosolic PDGFRA and PDGFRB fusion proteins,3
R-HSA-9673767,"Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants",3
R-HSA-9673768,Signaling by membrane-tethered fusions of PDGFRA or PDGFRB,3
R-HSA-9673770,Signaling by PDGFRA extracellular domain mutants,3
R-HSA-9674415,Drug resistance of PDGFR mutants,3
R-HSA-9674428,PDGFR mutants bind TKIs,3
R-HSA-9679506,SARS-CoV Infections,3
R-HSA-9680187,Signaling by extracellular domain mutants of KIT,3
R-HSA-9686347,Microbial modulation of RIPK1-mediated regulated necrosis,3
R-HSA-9687136,Aberrant regulation of mitotic exit in cancer due to RB1 defects,3
R-HSA-9699150,Defective DNA double strand break response due to BARD1 loss of function,3
R-HSA-9700645,ALK mutants bind TKIs,3
R-HSA-9700649,Drug resistance of ALK mutants,3
R-HSA-9701190,Defective homologous recombination repair (HRR) due to BRCA2 loss of function,3
R-HSA-9701192,Defective homologous recombination repair (HRR) due to BRCA1 loss of function,3
R-HSA-9701193,Defective homologous recombination repair (HRR) due to PALB2 loss of function,3
R-HSA-9701898,STAT3 nuclear events downstream of ALK signaling,3
R-HSA-9702506,Drug resistance of FLT3 mutants,3
R-HSA-9702509,FLT3 mutants bind TKIs,3
R-HSA-9703465,Signaling by FLT3 fusion proteins,3
R-HSA-9703648,Signaling by FLT3 ITD and TKD mutants,3
R-HSA-9705462,Inactivation of CSF3 (G-CSF) signaling,3
R-HSA-9706369,Negative regulation of FLT3,3
R-HSA-9706374,FLT3 signaling through SRC family kinases,3
R-HSA-9706377,FLT3 signaling by CBL mutants,3
R-HSA-9707564,Cytoprotection by HMOX1,3
R-HSA-9723907,Loss of Function of TP53 in Cancer,3
R-HSA-9725370,Signaling by ALK fusions and activated point mutants,3
R-HSA-9730737,Alkylating DNA damage induced by chemotherapeutic drugs,3
R-HSA-9734207,Nucleotide salvage defects,3
R-HSA-9735786,Nucleotide catabolism defects,3
R-HSA-9755511,KEAP1-NFE2L2 pathway,3
R-HSA-9759785,Diseases of propionyl-CoA catabolism,3
R-HSA-977443,GABA receptor activation,3
R-HSA-977606,Regulation of Complement cascade,3
R-HSA-9824272,Somitogenesis,3
R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,3
R-HSA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",3
R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,3
R-HSA-1059683,Interleukin-6 signaling,4
R-HSA-110056,MAPK3 (ERK1) activation,4
R-HSA-110328,Recognition and association of DNA glycosylase with site containing an affected pyrimidine,4
R-HSA-110329,Cleavage of the damaged pyrimidine ,4
R-HSA-110330,Recognition and association of DNA glycosylase with site containing an affected purine,4
R-HSA-110331,Cleavage of the damaged purine,4
R-HSA-110362,POLB-Dependent Long Patch Base Excision Repair,4
R-HSA-111446,Activation of BIM and translocation to mitochondria ,4
R-HSA-111447,Activation of BAD and translocation to mitochondria ,4
R-HSA-111448,Activation of NOXA and translocation to mitochondria,4
R-HSA-111457,Release of apoptotic factors from the mitochondria,4
R-HSA-111461,Cytochrome c-mediated apoptotic response,4
R-HSA-111469,"SMAC, XIAP-regulated apoptotic response",4
R-HSA-111885,Opioid Signalling,4
R-HSA-111933,Calmodulin induced events,4
R-HSA-112399,IRS-mediated signalling,4
R-HSA-112411,MAPK1 (ERK2) activation,4
R-HSA-113510,E2F mediated regulation of DNA replication,4
R-HSA-1169091,Activation of NF-kappaB in B cells,4
R-HSA-1169092,Activation of RAS in B cells,4
R-HSA-1169408,ISG15 antiviral mechanism,4
R-HSA-1222499,Latent infection - Other responses of Mtb to phagocytosis,4
R-HSA-1236382,Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,4
R-HSA-1236973,Cross-presentation of particulate exogenous antigens (phagosomes),4
R-HSA-1236974,ER-Phagosome pathway,4
R-HSA-1236977,Endosomal/Vacuolar pathway,4
R-HSA-1236978,Cross-presentation of soluble exogenous antigens (endosomes),4
R-HSA-1296041,Activation of G protein gated Potassium channels,4
R-HSA-1358803,Downregulation of ERBB2:ERBB3 signaling,4
R-HSA-1362277,Transcription of E2F targets under negative control by DREAM complex,4
R-HSA-1362300,Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1,4
R-HSA-139910,Activation of BMF and translocation to mitochondria,4
R-HSA-139915,Activation of PUMA and translocation to mitochondria,4
R-HSA-141333,Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB,4
R-HSA-141334,PAOs oxidise polyamines to amines,4
R-HSA-141430,Inactivation of APC/C via direct inhibition of the APC/C complex,4
R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,4
R-HSA-1461957,Beta defensins,4
R-HSA-1462054,Alpha-defensins,4
R-HSA-1482788,Acyl chain remodelling of PC,4
R-HSA-1482798,Acyl chain remodeling of CL,4
R-HSA-1482801,Acyl chain remodelling of PS,4
R-HSA-1482839,Acyl chain remodelling of PE,4
R-HSA-1482883,Acyl chain remodeling of DAG and TAG,4
R-HSA-1482922,Acyl chain remodelling of PI,4
R-HSA-1482925,Acyl chain remodelling of PG,4
R-HSA-1483076,Synthesis of CL,4
R-HSA-1483101,Synthesis of PS,4
R-HSA-1483115,Hydrolysis of LPC,4
R-HSA-1483148,Synthesis of PG,4
R-HSA-1483152,Hydrolysis of LPE,4
R-HSA-1483166,Synthesis of PA,4
R-HSA-1483171,Synthesis of BMP,4
R-HSA-1483191,Synthesis of PC,4
R-HSA-1483196,PI and PC transport between ER and Golgi membranes,4
R-HSA-1483213,Synthesis of PE,4
R-HSA-1483226,Synthesis of PI,4
R-HSA-1483248,Synthesis of PIPs at the ER membrane,4
R-HSA-156711,Polo-like kinase mediated events,4
R-HSA-159227,Transport of the SLBP independent Mature mRNA,4
R-HSA-159230,Transport of the SLBP Dependant Mature mRNA,4
R-HSA-159231,Transport of Mature mRNA Derived from an Intronless Transcript,4
R-HSA-159418,Recycling of bile acids and salts,4
R-HSA-159424,Conjugation of carboxylic acids,4
R-HSA-159740,Gamma-carboxylation of protein precursors,4
R-HSA-159763,Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus,4
R-HSA-159782,Removal of aminoterminal propeptides from gamma-carboxylated proteins,4
R-HSA-1606341,IRF3 mediated activation of type 1 IFN,4
R-HSA-1614517,Sulfide oxidation to sulfate,4
R-HSA-162587,HIV Life Cycle,4
R-HSA-162658,Golgi Cisternae Pericentriolar Stack Reorganization,4
R-HSA-162909,Host Interactions of HIV factors,4
R-HSA-166020,Transfer of LPS from LBP carrier to CD14,4
R-HSA-1660499,Synthesis of PIPs at the plasma membrane,4
R-HSA-1660502,PIPs transport between early and late endosome membranes,4
R-HSA-1660508,PIPs transport between late endosome and Golgi membranes,4
R-HSA-1660510,PIPs transport between Golgi and plasma membranes,4
R-HSA-1660514,Synthesis of PIPs at the Golgi membrane,4
R-HSA-1660516,Synthesis of PIPs at the early endosome membrane,4
R-HSA-1660517,Synthesis of PIPs at the late endosome membrane,4
R-HSA-1660524,PIPs transport between plasma and early endosome membranes,4
R-HSA-1660537,PIPs transport between early endosome and Golgi membranes,4
R-HSA-166058,MyD88:MAL(TIRAP) cascade initiated on plasma membrane,4
R-HSA-166166,MyD88-independent TLR4 cascade ,4
R-HSA-166786,Creation of C4 and C2 activators,4
R-HSA-167021,PLC-gamma1 signalling,4
R-HSA-167060,NGF processing,4
R-HSA-167826,The fatty acid cycling model,4
R-HSA-167827,The proton buffering model,4
R-HSA-168179,Toll Like Receptor TLR1:TLR2 Cascade,4
R-HSA-168188,Toll Like Receptor TLR6:TLR2 Cascade,4
R-HSA-168268,Virus Assembly and Release,4
R-HSA-168270,Fusion and Uncoating of the Influenza Virion,4
R-HSA-168271,Transport of Ribonucleoproteins into the Host Nucleus,4
R-HSA-168273,Influenza Viral RNA Transcription and Replication,4
R-HSA-168274,Export of Viral Ribonucleoproteins from Nucleus,4
R-HSA-168275,Entry of Influenza Virion into Host Cell via Endocytosis,4
R-HSA-168276,NS1 Mediated Effects on Host Pathways,4
R-HSA-168277,Influenza Virus Induced Apoptosis,4
R-HSA-168799,Neurotoxicity of clostridium toxins,4
R-HSA-168927,"TICAM1, RIP1-mediated IKK complex recruitment",4
R-HSA-170822,Regulation of Glucokinase by Glucokinase Regulatory Protein,4
R-HSA-171319,Telomere Extension By Telomerase,4
R-HSA-173599,"Formation of the active cofactor, UDP-glucuronate",4
R-HSA-173736,Alternative complement activation,4
R-HSA-174084,Autodegradation of Cdh1 by Cdh1:APC/C,4
R-HSA-174178,APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,4
R-HSA-174403,Glutathione synthesis and recycling,4
R-HSA-174417,Telomere C-strand (Lagging Strand) Synthesis,4
R-HSA-176407,Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase,4
R-HSA-176408,Regulation of APC/C activators between G1/S and early anaphase,4
R-HSA-176814,Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,4
R-HSA-177504,Retrograde neurotrophin signalling,4
R-HSA-1810476,RIP-mediated NFkB activation via ZBP1,4
R-HSA-1839124,FGFR1 mutant receptor activation,4
R-HSA-1839126,FGFR2 mutant receptor activation,4
R-HSA-1839128,FGFR4 mutant receptor activation,4
R-HSA-187015,Activation of TRKA receptors,4
R-HSA-187577,SCF(Skp2)-mediated degradation of p27/p21,4
R-HSA-187687,Signalling to ERKs,4
R-HSA-190239,FGFR3 ligand binding and activation,4
R-HSA-190241,FGFR2 ligand binding and activation,4
R-HSA-190242,FGFR1 ligand binding and activation,4
R-HSA-190322,FGFR4 ligand binding and activation,4
R-HSA-190861,Gap junction assembly,4
R-HSA-190873,Gap junction degradation,4
R-HSA-192105,Synthesis of bile acids and bile salts,4
R-HSA-193048,Androgen biosynthesis,4
R-HSA-193144,Estrogen biosynthesis,4
R-HSA-193634,Axonal growth inhibition (RHOA activation),4
R-HSA-193648,NRAGE signals death through JNK,4
R-HSA-193993,Mineralocorticoid biosynthesis,4
R-HSA-194002,Glucocorticoid biosynthesis,4
R-HSA-195399,VEGF binds to VEGFR leading to receptor dimerization,4
R-HSA-196108,Pregnenolone biosynthesis,4
R-HSA-196783,Coenzyme A biosynthesis,4
R-HSA-1971475,A tetrasaccharide linker sequence is required for GAG synthesis,4
R-HSA-197264,Nicotinamide salvaging,4
R-HSA-198203,PI3K/AKT activation,4
R-HSA-198725,Nuclear Events (kinase and transcription factor activation),4
R-HSA-198745,Signalling to STAT3,4
R-HSA-198765,Signalling to ERK5,4
R-HSA-2022854,Keratan sulfate biosynthesis,4
R-HSA-2022857,Keratan sulfate degradation,4
R-HSA-2022870,Chondroitin sulfate biosynthesis,4
R-HSA-2022923,Dermatan sulfate biosynthesis,4
R-HSA-2022928,HS-GAG biosynthesis,4
R-HSA-2024096,HS-GAG degradation,4
R-HSA-2024101,CS/DS degradation,4
R-HSA-2025928,Calcineurin activates NFAT,4
R-HSA-2033514,FGFR3 mutant receptor activation,4
R-HSA-204174,Regulation of pyruvate dehydrogenase (PDH) complex,4
R-HSA-2046105,Linoleic acid (LA) metabolism,4
R-HSA-2046106,alpha-linolenic acid (ALA) metabolism,4
R-HSA-205025,NADE modulates death signalling,4
R-HSA-205043,NRIF signals cell death from the nucleus,4
R-HSA-209543,p75NTR recruits signalling complexes,4
R-HSA-209560,NF-kB is activated and signals survival,4
R-HSA-209563,Axonal growth stimulation,4
R-HSA-211916,Vitamins,4
R-HSA-211935,Fatty acids,4
R-HSA-211958,Miscellaneous substrates,4
R-HSA-211976,Endogenous sterols,4
R-HSA-211979,Eicosanoids,4
R-HSA-211981,Xenobiotics,4
R-HSA-2142670,Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET),4
R-HSA-2142688,Synthesis of 5-eicosatetraenoic acids,4
R-HSA-2142691,Synthesis of Leukotrienes (LT) and Eoxins (EX),4
R-HSA-2142696,Synthesis of Hepoxilins (HX) and Trioxilins (TrX),4
R-HSA-2142712,Synthesis of 12-eicosatetraenoic acid derivatives,4
R-HSA-2142770,Synthesis of 15-eicosatetraenoic acid derivatives,4
R-HSA-2142816,Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE),4
R-HSA-2142850,Hyaluronan biosynthesis and export,4
R-HSA-2160916,Hyaluronan uptake and degradation,4
R-HSA-2162123,Synthesis of Prostaglandins (PG) and Thromboxanes (TX),4
R-HSA-2173788,Downregulation of TGF-beta receptor signaling,4
R-HSA-2173795,Downregulation of SMAD2/3:SMAD4 transcriptional activity,4
R-HSA-2173796,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription,4
R-HSA-2206280,MPS IX - Natowicz syndrome,4
R-HSA-2206282,MPS IIIB - Sanfilippo syndrome B,4
R-HSA-2206285,MPS VI - Maroteaux-Lamy syndrome,4
R-HSA-2206290,MPS IV - Morquio syndrome A,4
R-HSA-2206291,MPS IIIC - Sanfilippo syndrome C,4
R-HSA-2206292,MPS VII - Sly syndrome,4
R-HSA-2206296,MPS II - Hunter syndrome,4
R-HSA-2206302,MPS I - Hurler syndrome,4
R-HSA-2206305,MPS IIID - Sanfilippo syndrome D,4
R-HSA-2206307,MPS IIIA - Sanfilippo syndrome A,4
R-HSA-2206308,MPS IV - Morquio syndrome B,4
R-HSA-2299718,Condensation of Prophase Chromosomes,4
R-HSA-2393930,Phosphate bond hydrolysis by NUDT proteins,4
R-HSA-2426168,Activation of gene expression by SREBF (SREBP),4
R-HSA-2428928,IRS-related events triggered by IGF1R,4
R-HSA-2428933,SHC-related events triggered by IGF1R,4
R-HSA-2465910,MASTL Facilitates Mitotic Progression,4
R-HSA-2470946,Cohesin Loading onto Chromatin,4
R-HSA-2500257,Resolution of Sister Chromatid Cohesion,4
R-HSA-2514853,Condensation of Prometaphase Chromosomes,4
R-HSA-2559584,Formation of Senescence-Associated Heterochromatin Foci (SAHF),4
R-HSA-2565942,Regulation of PLK1 Activity at G2/M Transition,4
R-HSA-2644606,Constitutive Signaling by NOTCH1 PEST Domain Mutants,4
R-HSA-2644607,Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling,4
R-HSA-264870,Caspase-mediated cleavage of cytoskeletal proteins,4
R-HSA-2660826,Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant,4
R-HSA-2691232,Constitutive Signaling by NOTCH1 HD Domain Mutants,4
R-HSA-2894862,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants,4
R-HSA-2980766,Nuclear Envelope Breakdown,4
R-HSA-3065676,SUMO is conjugated to E1 (UBA2:SAE1),4
R-HSA-3065678,"SUMO is transferred from E1 to E2 (UBE2I, UBC9)",4
R-HSA-3065679,SUMO is proteolytically processed,4
R-HSA-3108214,SUMOylation of DNA damage response and repair proteins,4
R-HSA-3229133,Glycogen storage disease type Ib (SLC37A4),4
R-HSA-3232118,SUMOylation of transcription factors,4
R-HSA-3232142,SUMOylation of ubiquitinylation proteins,4
R-HSA-3248023,Regulation by TREX1,4
R-HSA-3249367,STAT6-mediated induction of chemokines,4
R-HSA-3270619,IRF3-mediated induction of type I IFN,4
R-HSA-3274531,Glycogen storage disease type Ia (G6PC),4
R-HSA-3282872,Severe congenital neutropenia type 4 (G6PC3),4
R-HSA-3296197,Hydroxycarboxylic acid-binding receptors,4
R-HSA-3304356,SMAD2/3 Phosphorylation Motif Mutants in Cancer,4
R-HSA-3311021,SMAD4 MH2 Domain Mutants in Cancer,4
R-HSA-3315487,SMAD2/3 MH2 Domain Mutants in Cancer,4
R-HSA-3359454,Defective TCN2 causes TCN2 deficiency,4
R-HSA-3359457,Defective CBLIF causes IFD,4
R-HSA-3359462,Defective AMN causes MGA1,4
R-HSA-3359463,Defective CUBN causes MGA1,4
R-HSA-3359467,Defective MTRR causes HMAE,4
R-HSA-3359469,Defective MTR causes HMAG,4
R-HSA-3359471,"Defective MMAB causes MMA, cblB type",4
R-HSA-3359473,Defective MMADHC causes MMAHCD,4
R-HSA-3359474,Defective MMACHC causes MAHCC,4
R-HSA-3359475,"Defective MMAA causes MMA, cblA type",4
R-HSA-3359478,Defective MUT causes MMAM,4
R-HSA-3359485,Defective CD320 causes MMATC,4
R-HSA-3371378,Regulation by c-FLIP,4
R-HSA-3371568,Attenuation phase,4
R-HSA-3371598,Defective BTD causes biotidinase deficiency,4
R-HSA-3371599,Defective HLCS causes multiple carboxylase deficiency,4
R-HSA-350864,Regulation of thyroid hormone activity,4
R-HSA-351906,Apoptotic cleavage of cell adhesion  proteins,4
R-HSA-352238,Breakdown of the nuclear lamina,4
R-HSA-3560783,"Defective B4GALT7 causes EDS, progeroid type",4
R-HSA-3560796,Defective PAPSS2 causes SEMD-PA,4
R-HSA-3560801,Defective B3GAT3 causes JDSSDHD,4
R-HSA-3595172,Defective CHST3 causes SEDCJD,4
R-HSA-3595174,"Defective CHST14 causes EDS, musculocontractural type",4
R-HSA-3595177,Defective CHSY1 causes TPBS,4
R-HSA-3642279,TGFBR2 MSI Frameshift Mutants in Cancer,4
R-HSA-3645790,TGFBR2 Kinase Domain Mutants in Cancer,4
R-HSA-3656225,Defective CHST6 causes MCDC1,4
R-HSA-3656234,Defective HEXA causes GM2G1,4
R-HSA-3656237,Defective EXT2 causes exostoses 2,4
R-HSA-3656243,Defective ST3GAL3 causes MCT12 and EIEE15,4
R-HSA-3656244,Defective B4GALT1 causes B4GALT1-CDG (CDG-2d),4
R-HSA-3656248,Defective HEXB causes GM2G2,4
R-HSA-3656253,"Defective EXT1 causes exostoses 1, TRPS2 and CHDS",4
R-HSA-3656532,TGFBR1 KD Mutants in Cancer,4
R-HSA-3656535,TGFBR1 LBD Mutants in Cancer,4
R-HSA-375276,Peptide ligand-binding receptors,4
R-HSA-375280,Amine ligand-binding receptors,4
R-HSA-375281,Hormone ligand-binding receptors,4
R-HSA-376172,DSCAM interactions,4
R-HSA-3785653,Myoclonic epilepsy of Lafora,4
R-HSA-379397,Enzymatic degradation of dopamine by COMT,4
R-HSA-379398,Enzymatic degradation of Dopamine by monoamine oxidase,4
R-HSA-380287,Centrosome maturation,4
R-HSA-380320,Recruitment of NuMA to mitotic centrosomes,4
R-HSA-380612,Metabolism of serotonin,4
R-HSA-380994,ATF4 activates genes in response to endoplasmic reticulum  stress,4
R-HSA-381038,XBP1(S) activates chaperone genes,4
R-HSA-381183,ATF6 (ATF6-alpha) activates chaperone genes,4
R-HSA-3814836,Glycogen storage disease type XV (GYG1),4
R-HSA-3828062,Glycogen storage disease type 0 (muscle GYS1),4
R-HSA-3858516,Glycogen storage disease type 0 (liver GYS2),4
R-HSA-3878781,Glycogen storage disease type IV (GBE1),4
R-HSA-389357,CD28 dependent PI3K/Akt signaling,4
R-HSA-389359,CD28 dependent Vav1 pathway,4
R-HSA-389599,Alpha-oxidation of phytanate,4
R-HSA-389887,Beta-oxidation of pristanoyl-CoA,4
R-HSA-3899300,SUMOylation of transcription cofactors,4
R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC,4
R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC,4
R-HSA-390247,Beta-oxidation of very long chain fatty acids,4
R-HSA-390450,Folding of actin by CCT/TriC,4
R-HSA-391903,Eicosanoid ligand-binding receptors,4
R-HSA-392451,G beta:gamma signalling through PI3Kgamma,4
R-HSA-3928662,EPHB-mediated forward signaling,4
R-HSA-3928663,EPHA-mediated growth cone collapse,4
R-HSA-3928664,Ephrin signaling,4
R-HSA-3928665,EPH-ephrin mediated repulsion of cells,4
R-HSA-399710,Activation of AMPA receptors,4
R-HSA-399719,Trafficking of AMPA receptors,4
R-HSA-399954,Sema3A PAK dependent Axon repulsion,4
R-HSA-399955,SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion,4
R-HSA-399956,CRMPs in Sema3A signaling,4
R-HSA-400685,Sema4D in semaphorin signaling,4
R-HSA-4043911,Defective PMM2 causes PMM2-CDG,4
R-HSA-4043916,Defective MPI causes MPI-CDG,4
R-HSA-4085011,"Defective GNE causes sialuria, NK and IBM2",4
R-HSA-4085023,Defective GFPT1 causes CMSTA1,4
R-HSA-4085377,SUMOylation of SUMOylation proteins,4
R-HSA-4090294,SUMOylation of intracellular receptors,4
R-HSA-416700,Other semaphorin interactions,4
R-HSA-418038,Nucleotide-like (purinergic) receptors,4
R-HSA-418217,G beta:gamma signalling through PLC beta,4
R-HSA-418885,DCC mediated attractive signaling,4
R-HSA-418886,Netrin mediated repulsion signals,4
R-HSA-418890,Role of second messengers in netrin-1 signaling,4
R-HSA-419037,NCAM1 interactions,4
R-HSA-419408,Lysosphingolipid and LPA receptors,4
R-HSA-419771,Opsins,4
R-HSA-419812,Calcitonin-like ligand receptors,4
R-HSA-420092,Glucagon-type ligand receptors,4
R-HSA-420597,Nectin/Necl  trans heterodimerization,4
R-HSA-427589,Type II Na+/Pi cotransporters,4
R-HSA-428540,Activation of RAC1,4
R-HSA-428542,Regulation of commissural axon pathfinding by SLIT and ROBO,4
R-HSA-428543,Inactivation of CDC42 and RAC1,4
R-HSA-428890,Role of ABL in ROBO-SLIT signaling,4
R-HSA-4341670,Defective NEU1 causes sialidosis,4
R-HSA-434313,Intracellular metabolism of fatty acids regulates insulin secretion,4
R-HSA-434316,Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion,4
R-HSA-435354,Zinc transporters,4
R-HSA-437239,Recycling pathway of L1,4
R-HSA-438064,Post NMDA receptor activation events,4
R-HSA-438066,"Unblocking of NMDA receptors, glutamate binding and activation",4
R-HSA-4411364,Binding of TCF/LEF:CTNNB1 to target gene promoters,4
R-HSA-4420332,Defective B3GALT6 causes EDSP2 and SEMDJL1,4
R-HSA-444209,Free fatty acid receptors,4
R-HSA-445095,Interaction between L1 and Ankyrins,4
R-HSA-445144,Signal transduction by L1,4
R-HSA-445989,TAK1-dependent IKK and NF-kappa-B activation  ,4
R-HSA-446219,Synthesis of substrates in N-glycan biosythesis,4
R-HSA-447038,NrCAM interactions,4
R-HSA-447041,CHL1 interactions,4
R-HSA-447043,Neurofascin interactions,4
R-HSA-448706,Interleukin-1 processing,4
R-HSA-450294,MAP kinase activation,4
R-HSA-451306,Ionotropic activity of kainate receptors,4
R-HSA-4549349,Defective ALG2 causes CDG-1i,4
R-HSA-4549356,"Defective DPAGT1 causes CDG-1j, CMSTA2",4
R-HSA-4549380,Defective ALG1 causes CDG-1k,4
R-HSA-4551295,Defective ALG11 causes CDG-1p,4
R-HSA-4551638,SUMOylation of chromatin organization proteins,4
R-HSA-4570464,SUMOylation of RNA binding proteins,4
R-HSA-4570571,Defective RFT1 causes CDG-1n,4
R-HSA-4608870,Asymmetric localization of PCP proteins,4
R-HSA-4615885,SUMOylation of DNA replication proteins,4
R-HSA-4655427,SUMOylation of DNA methylation proteins,4
R-HSA-4687000,Defective MPDU1 causes CDG-1f,4
R-HSA-4717374,Defective DPM1 causes DPM1-CDG,4
R-HSA-4719360,Defective DPM3 causes DPM3-CDG,4
R-HSA-4719377,Defective DPM2 causes DPM2-CDG,4
R-HSA-4720454,Defective ALG9 causes CDG-1l,4
R-HSA-4720475,Defective ALG3 causes CDG-1d,4
R-HSA-4720489,Defective ALG12 causes CDG-1g,4
R-HSA-4724289,Defective ALG6 causes CDG-1c,4
R-HSA-4724325,Defective ALG8 causes CDG-1h,4
R-HSA-4755510,SUMOylation of immune response proteins,4
R-HSA-4755579,"Defective SRD5A3 causes SRD5A3-CDG, KHRZ",4
R-HSA-4755583,Defective DOLK causes DOLK-CDG,4
R-HSA-4755609,Defective DHDDS causes RP59,4
R-HSA-4793950,Defective MAN1B1 causes MRT15,4
R-HSA-4793952,Defective MGAT2 causes CDG-2a,4
R-HSA-4793953,Defective B4GALT1 causes CDG-2d,4
R-HSA-4793954,Defective MOGS causes CDG-2b,4
R-HSA-500657,Presynaptic function of Kainate receptors,4
R-HSA-5083625,Defective GALNT3 causes HFTC,4
R-HSA-5083627,Defective LARGE causes MDDGA6 and MDDGB6,4
R-HSA-5083628,"Defective POMGNT1 causes MDDGA3, MDDGB3 and MDDGC3",4
R-HSA-5083629,"Defective POMT2 causes MDDGA2, MDDGB2 and MDDGC2",4
R-HSA-5083630,Defective LFNG causes SCDO3,4
R-HSA-5083632,Defective C1GALT1C1 causes TNPS,4
R-HSA-5083633,"Defective POMT1 causes MDDGA1, MDDGB1 and MDDGC1",4
R-HSA-5083635,Defective B3GALTL causes PpS,4
R-HSA-5083636,Defective GALNT12 causes CRCS1,4
R-HSA-5099900,WNT5A-dependent internalization of FZD4,4
R-HSA-5140745,"WNT5A-dependent internalization of FZD2, FZD5 and ROR2",4
R-HSA-5205685,PINK1-PRKN Mediated Mitophagy,4
R-HSA-5210891,Uptake and function of anthrax toxins,4
R-HSA-5218900,CASP8 activity is inhibited,4
R-HSA-5218920,VEGFR2 mediated vascular permeability,4
R-HSA-5218921,VEGFR2 mediated cell proliferation,4
R-HSA-5336415,Uptake and function of diphtheria toxin,4
R-HSA-5357609,Glycogen storage disease type II (GAA),4
R-HSA-5358747,CTNNB1 S33 mutants aren't phosphorylated,4
R-HSA-5358749,CTNNB1 S37 mutants aren't phosphorylated,4
R-HSA-5358751,CTNNB1 S45 mutants aren't phosphorylated,4
R-HSA-5358752,CTNNB1 T41 mutants aren't phosphorylated,4
R-HSA-5467333,APC truncation mutants are not K63 polyubiquitinated,4
R-HSA-5467337,APC truncation mutants have impaired AXIN binding,4
R-HSA-5467340,AXIN missense mutants destabilize the destruction complex,4
R-HSA-5467343,Deletions in the AMER1 gene destabilize the destruction complex,4
R-HSA-5467345,Deletions in the AXIN1 gene destabilize the destruction complex,4
R-HSA-5467348,Truncations of AMER1 destabilize the destruction complex,4
R-HSA-549127,Organic cation transport,4
R-HSA-5607761,Dectin-1 mediated noncanonical NF-kB signaling,4
R-HSA-5607763,CLEC7A (Dectin-1) induces NFAT activation,4
R-HSA-5609974,Defective PGM1 causes PGM1-CDG,4
R-HSA-5609976,Defective GALK1 causes GALCT2,4
R-HSA-5609977,Defective GALE causes EDG,4
R-HSA-5609978,Defective GALT can cause GALCT,4
R-HSA-561048,Organic anion transport,4
R-HSA-5625740,RHO GTPases activate PKNs,4
R-HSA-5625900,RHO GTPases activate CIT,4
R-HSA-5625970,RHO GTPases activate KTN1,4
